timestamp_est,anonymous_id,language,question,detected_language,roundtrip_translated_questions_0,roundtrip_translated_questions_1,paraphrased_0,paraphrased_1,paraphrased_2,paraphrased_3,paraphrased_4,paraphrased_5,paraphrased_6,paraphrased_7,paraphrased_8,paraphrased_9,paraphrased_10,paraphrased_11,paraphrased_12,paraphrased_13,paraphrased_14,paraphrased_15,paraphrased_16,paraphrased_17,paraphrased_18,paraphrased_19,paraphrased_20,paraphrased_21,paraphrased_22,paraphrased_23,paraphrased_24,paraphrased_25,paraphrased_26,paraphrased_27,paraphrased_28,paraphrased_29,paraphrased_30,paraphrased_31,paraphrased_32,paraphrased_33,paraphrased_34,paraphrased_35,paraphrased_36,paraphrased_37,paraphrased_38,paraphrased_39,paraphrased_40,paraphrased_41,paraphrased_42,paraphrased_43,paraphrased_44,paraphrased_45,paraphrased_46,paraphrased_47,paraphrased_48,paraphrased_49,paraphrased_50,paraphrased_51,paraphrased_52,paraphrased_53,paraphrased_54,paraphrased_55,paraphrased_56,paraphrased_57,paraphrased_58,paraphrased_59,paraphrased_60,paraphrased_61,paraphrased_62,paraphrased_63,paraphrased_64,paraphrased_65,paraphrased_66,paraphrased_67,paraphrased_68,paraphrased_69,paraphrased_70,paraphrased_71,paraphrased_72,paraphrased_73,paraphrased_74,paraphrased_75,paraphrased_76,paraphrased_77,paraphrased_78,paraphrased_79,paraphrased_80,paraphrased_81,paraphrased_82,paraphrased_83,paraphrased_84,paraphrased_85,paraphrased_86,paraphrased_87,paraphrased_88,paraphrased_89,paraphrased_90,paraphrased_91,paraphrased_92,paraphrased_93,paraphrased_94,paraphrased_95,paraphrased_96,paraphrased_97,paraphrased_98,paraphrased_99,paraphrased_100,paraphrased_101,paraphrased_102,paraphrased_103,paraphrased_104,paraphrased_105,paraphrased_106,paraphrased_107,paraphrased_108,paraphrased_109,paraphrased_110,paraphrased_111,paraphrased_112,paraphrased_113,paraphrased_114,paraphrased_115,paraphrased_116,paraphrased_117,paraphrased_118,paraphrased_119,paraphrased_120,paraphrased_121,paraphrased_122,paraphrased_123,paraphrased_124,paraphrased_125,paraphrased_126,paraphrased_127,paraphrased_128,paraphrased_129,paraphrased_130,paraphrased_131,paraphrased_132,paraphrased_133,paraphrased_134,paraphrased_135,paraphrased_136,paraphrased_137,paraphrased_138,paraphrased_139,paraphrased_140,paraphrased_141,paraphrased_142,paraphrased_143,paraphrased_144,paraphrased_145,paraphrased_146,paraphrased_147,paraphrased_148,paraphrased_149,paraphrased_150,paraphrased_151,paraphrased_152,paraphrased_153,paraphrased_154,paraphrased_155,paraphrased_156,paraphrased_157,paraphrased_158,paraphrased_159,paraphrased_160,paraphrased_161,paraphrased_162,paraphrased_163,paraphrased_164,paraphrased_165,paraphrased_166,paraphrased_167,paraphrased_168,paraphrased_169,paraphrased_170,paraphrased_171,paraphrased_172,paraphrased_173,paraphrased_174,paraphrased_175,paraphrased_176,paraphrased_177,paraphrased_178,paraphrased_179,paraphrased_180,paraphrased_181,paraphrased_182,paraphrased_183,paraphrased_184,paraphrased_185,paraphrased_186,paraphrased_187,paraphrased_188,paraphrased_189,paraphrased_190,paraphrased_191,paraphrased_192,paraphrased_193,paraphrased_194,paraphrased_195,paraphrased_196,paraphrased_197,paraphrased_198,paraphrased_199,paraphrased_200,paraphrased_201,paraphrased_202,paraphrased_203,paraphrased_204,paraphrased_205,paraphrased_206,paraphrased_207,paraphrased_208,paraphrased_209,paraphrased_210,paraphrased_211,paraphrased_212,paraphrased_213,paraphrased_214,paraphrased_215,paraphrased_216,paraphrased_217,paraphrased_218,paraphrased_219,paraphrased_220,paraphrased_221,paraphrased_222,paraphrased_223,paraphrased_224,paraphrased_225,paraphrased_226,paraphrased_227,paraphrased_228,paraphrased_229,paraphrased_230,paraphrased_231,paraphrased_232,paraphrased_233,paraphrased_234,paraphrased_235,paraphrased_236,paraphrased_237,paraphrased_238,paraphrased_239,paraphrased_240,paraphrased_241,paraphrased_242,paraphrased_243,paraphrased_244,paraphrased_245,paraphrased_246,paraphrased_247,paraphrased_248,paraphrased_249,paraphrased_250,paraphrased_251,paraphrased_252,paraphrased_253,paraphrased_254,paraphrased_255,paraphrased_256,paraphrased_257,paraphrased_258,paraphrased_259,paraphrased_260,paraphrased_261,paraphrased_262,paraphrased_263,paraphrased_264,paraphrased_265,paraphrased_266,paraphrased_267,paraphrased_268,paraphrased_269,paraphrased_270,paraphrased_271,paraphrased_272,paraphrased_273,paraphrased_274,paraphrased_275,paraphrased_276,paraphrased_277,paraphrased_278,paraphrased_279,paraphrased_280,paraphrased_281,paraphrased_282,paraphrased_283,paraphrased_284,paraphrased_285,paraphrased_286,paraphrased_287,paraphrased_288,paraphrased_289,paraphrased_290,paraphrased_291,paraphrased_292,paraphrased_293,paraphrased_294,paraphrased_295,paraphrased_296,paraphrased_297,paraphrased_298,paraphrased_299
2020-03-23 8:35:41,fb8c308a-e920-42c9-86e1-4549263409fd,es,What mesures needs to take a pregnant women to reduce the risk?,en,What mesures needs to take a pregnant women to reduce the risk?,What steps should a pregnant woman take to reduce the risk?,what to take to reduce risk of pregnancy,how to minimize risk of pregnancy,what can reduce risk of pregnancy,what are the risk of getting pregnant,what are the risk for pregnancy,what to do to reduce risk of pregnancy,what can reduce the risk of pregnancy,what are the risk to reduce pregnancy,what should we do to reduce pregnancy,what should be done to reduce pregnancy,how to reduce risk of getting pregnant,what should pregnant women take to reduce risk,What mesures needs to take a pregnant women to reduce the risk?,what are the risk of pregnancy,how to reduce the risk of getting pregnant,what are the risk for pregnant women,reduce pregnancy risk,what should we do to reduce the risk of pregnancy,how to lower risk of pregnancy,what should be done to reduce risk of pregnancy,What steps should a pregnant woman take to reduce the risk?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23 3:26:43,d1c57c03-08b8-48d1-ac72-767b54ab1797,zh,Do you think Taiwan is good?,en,Do you think Taiwan is good?,,is taiwan good or bad,do i think taiwan is good,do people think taiwan is good,do taiwan think good,do you think taiwan is good,do u think taiwan is good,is taiwan good,is taiwan really good,do we think taiwan is good,is taiwan good for you,Do you think Taiwan is good?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 9:18:50,bcd29986-5e46-441c-921c-061ee2623526,es,How's the shortness of breath?,en,How's the shortness of breath?,How is shortness of breath?,shortness breath,shortness of breath cause,feeling out of breath,How is shortness of breath?,what is shortness of breath,How's the shortness of breath?,how shortness of breath,why am i short of breath,what can cause shortness of breath,how short of breath,what could cause shortness of breath,what is shortness of breath caused by,shortness in breath,how do you get shortness of breath,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-21 22:41:06,7a8ef480-4e63-429e-b7ff-4763ad47cfe2,pt,How do I know if I haver coronavirus?,en,How do I know if I have a coronavirus?,How do I know if I haver coronavirus?,how do i know if i have coronavirus,how to tell if i haver coronavirus,how can you tell if you have coronavirus,how can you tell if you haver coronavirus,how to tell if you haver coronavirus,how to know if you haver coronavirus,how to know if you have coronavirus,how to tell if you have coronavirus,how to tell if you have a coronavirus,How do I know if I haver coronavirus?,how do you know if you haver coronavirus,how do i know i haver coronavirus,How do I know if I have a coronavirus?,how to know if you have a coronavirus,how do you know if you have a coronavirus,how do i know if i have a coronavirus,how do you know if you have coronavirus,how to determine if you haver coronavirus,how do i know if i haver coronavirus,how do you know you have coronavirus,how can i tell if i haver coronavirus,how to tell if haver coronavirus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 1:00:35,b8ba88da-151b-4d8a-a573-738feccd7008,es,covid19 symptons?,en,covid19 symptoms?,covid19 symptons?,symptoms covid19,what is the symptoms of covid19,covid19 signs,what are the signs of covid19,covid19 signs and symptoms,symptoms for covid19,covid19 symptoms,symptoms of covid19,signs of covid19,what are the symptoms of covid19,sign of covid19,signs and symptoms of covid19,covid19 symptoms?,what are symptoms of covid19,covid19 symptons?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-21 16:38:20,d2bf053f-2512-4f30-aab6-cf74894dc3c2,it,Is the Asymptomatic Carrier a temporary status?,en,Is the asymptomatic carrier a temporary status?,Is the Asymptomatic Carrier a temporary status?,are asymptomatic carriers a temporary status,Is the Asymptomatic Carrier a temporary status?,asymptomatic carrier is a temporary status,is asymptomatic carrier temporary,is asymptomatic carrier a temporary status,asymptomatic carrier is a temporary,asymptomatic carrier temporary status,asymptomatic carriers are a temporary status,Is the asymptomatic carrier a temporary status?,asymptomatic carrier a temporary status,are asymptomatic carriers temporary,is the asymptomatic carrier a temporary status,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-21 19:50:01,ceae6bf7-a5ec-4832-934d-211ebc182948,es,L'automédication peut-elle aider à vaincre la maladie ?,fr,L'automédication peut-elle aider à vaincre la maladie?,L'automédication peut-elle aider à vaincre la maladie ?,L'automédication peut-elle aider à vaincre la maladie?,l automedication peut elle aider a vaincre la maladie,L'automédication peut-elle aider à vaincre la maladie ?,l automédication peut elle vaincre la maladie,l automédication peut aider à vaincre la maladie,l automédication peut aider pour vaincre la maladie,l automédication peut elle lutter contre la maladie,l automédication peut elle aider à vaincre la maladie,l automédication permet de vaincre la maladie,l automédication peut aider a vaincre la maladie,l automédication peut elle aider a vaincre la maladie,l automedication peut aider a vaincre la maladie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-21 23:43:38,ad758027-60ef-4316-974a-6856cdf18b7b,zh,你好,en,你好,,😘 好,你 好 好,你 好 💦,你 💦,a 你 好,你 好,你好,what is 你 好,the 你 好,你 好 好 好,你 好 好 m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 23:25:51,838b0278-0b8e-4e9c-919d-500676aa9362,ru,What is it,en,What is it,What is that,what is the meaning of it,what is that that,that is what,what is an it,whats is it,what is it what is it,What is it,what is that is,what is a it,what is it is,what is that,what is thats,what that,what is it definition,what that means,what that is,what is it mean,what is the definition of it,what is it means,what is that meaning,what is that's,What is that,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 18:12:15,95a344d0-0b90-4d40-bcec-ff414c0011bb,pl,How to avoid exposure?,en,How to avoid exposure?,,How to avoid exposure?,how to stop exposure,how to prevent from exposure,how to prevent exposure,how to reduce exposure,how to control exposure,avoiding exposure,avoid exposure,how to avoid exposure,ways to avoid exposure,how to avoid being exposed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 16:12:59,4af2ef27-8035-4b20-a5f9-b1e7ba29ceb7,es,¿Como limpio mi celular?,es,¿Como limpio mi celular?,,¿Como limpio mi celular?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 11:33:29,3cc91071-68fc-4664-abc5-8777017d4dc6,es,¿Una persona puede sufrir una recaída con la enfermedad del COVID-19?,es,¿Una persona puede sufrir una recaída con la enfermedad del COVID-19?,,¿Una persona puede sufrir una recaída con la enfermedad del COVID-19?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 11:33:29,3cc91071-68fc-4664-abc5-8777017d4dc6,es,"Cual es la diferencia entre vacuna, tratamiento y cura del COVID-19",es,"Cual es la diferencia entre vacuna, tratamiento y cura del COVID-19",,"Cual es la diferencia entre vacuna, tratamiento y cura del COVID-19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 0:20:19,91c3514c-e3f6-43cd-beae-fb8cdcde4365,vi,What is Covid-19?,en,What is Covid-19?,,What is Covid-19?,what is the meaning of covid 19,covid 19 definition,covid 19 meaning,meaning of covid 19,what is a covid 19,what is the covid 19,what does covid 19 mean,definition of covid 19,what is covid 19,define covid 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23 6:44:48,23a36235-b19b-4ac0-8a55-412ec7725265,vi,Covid việt nam,vi,Covid việt nam,,Covid việt nam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 11:34:32,616e3fe0-cace-40fc-b66d-be3d4e3e8f69,es,What is the covid?,en,What is the covid?,,what is a covid,covid meaning,define covid,what is covid,what does covid mean,covid definition,whats a covid,whats covid,what is the covid,what is the meaning of covid,What is the covid?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 14:31:26,0b6c858e-1625-474b-991c-b4d20f11cec1,pt,What is the impact that covid-19 has in the economy?,en,What is the impact of Covid-19 on the economy?,What is the impact that covid-19 has in the economy?,what was the impact that covid 19 has in the economy,economic impact of covid 19,impact of covid 19 on the economy,covid 19 impact on economy,what is the effect that covid 19 has in the economy,What is the impact of Covid-19 on the economy?,what is the effect of covid 19 on the economy,what was the effect of covid 19 on the economy,what are the impact that covid 19 has in the economy,the impact that covid 19 has in the economy,the impact of covid 19 on the economy,what is the impact that covid 19 has in the economy,What is the impact that covid-19 has in the economy?,what are the impacts that covid 19 has in the economy,what was the impact of covid 19 on the economy,impact of covid 19 on economy,what was the effect that covid 19 has in the economy,what impact does covid 19 have in the economy,effect of covid 19 on economy,what impact did covid 19 have on the economy,what is the impact of covid 19 on the economy,what impact did covid 19 have in the economy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 6:05:35,f82b7385-b640-4e24-ad47-47188da99a82,vi,Which country infected ?,en,Which infected country?,Which country infected ?,which countries are infected,which country are infected,countries which are infected,countries infected,what countries are infected,which country is infected,infected countries list,what country is infected,infected country list,list of countries that are infected,which country is more infected,Which infected country?,countries with infection,countries that are infected,Which country infected ?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 1:00:35,b8ba88da-151b-4d8a-a573-738feccd7008,es,systomps,en,systomps,,what are the systoms,systom,the systoms,systoms,sytoms,sytomps,syptoms,sytom,what is systoms,systomps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 4:09:07,9dd21188-850f-4556-a89e-a11d4f6563b6,es,What is covid,en,What is covid,What is Covid,what is a covid,covid meaning,What is covid,meaning of covid,define covid,what is covid,what does covid mean,definition of covid,covid definition,what is the covid,what is the meaning of covid,What is Covid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 17:53:54,5c6d77d5-4e2a-4a3e-838d-1dce011b2631,fr,Est-ce que caresser le chien de nos amis peut mener à une contamination?,fr,Est-ce que caresser le chien de nos amis peut mener à une contamination?,Caresser les chiens de nos amis peut-il entraîner une contamination?,caresser les chiens de nos amis pour entraîner une contamination,caresser les chiens de nos amis est il entraîné une contamination,caresser le chien de nos amis est il contagieux,peut on caresser le chien de nos amis,caresser les chien de nos amis,est ce que caresser le chien de nos amis est contagieux,est il bon de caresser le chien de nos amis,caresser les chiens de nos amis est il entraîne une contamination,caresser les chiens de nos amis,caresser les chiens de nos amis peut il entrainer la contamination,peut on caresser les chiens de nos amis,caresser le chien de nos amis,Est-ce que caresser le chien de nos amis peut mener à une contamination?,caresser le chien de ses amis,est ce que caresser le chien de ses amis,est ce qu on peut caresser le chien de nos amis,Caresser les chiens de nos amis peut-il entraîner une contamination?,caresser chien de nos amis,caresser les chiens de nos amis peut il entraîner une contamination,doit on caresser le chien de nos amis,est ce que caresser le chien de nos amis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22 22:25:32,9f6c857a-c6da-498d-93ad-237e8310394d,fr,comment le virus se propage-t-il?,fr,comment le virus se propage-t-il?,,comment le virus se propage t il,comment un virus se propage t il,comment se propage un virus,comment le virus se propage-t-il?,comment les virus se propagent ils,comment se propage les virus,comment se propage le virus,comment les virus se propagent,comment un virus se propage,comment les virus se propage,comment le virus se propage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
